,dialogue_id,service_call_method,conversation,instruction,service_call_parameters
194,41_00012,ReserveHotel,"USER:I need to book a hotel in Sydney, Australia.
SYSTEM:Sure. Do you know what hotel you want to stay at? Also, when are you checking in, and when do you expect to leave?
USER:I am going to Vibe Hotel North. I'm checking in on the 6th of March and leaving a week later on the 13th of March.
SYSTEM:You want 1 room at Vibe Hotel North Sydney in Sydney from Next Wednesday until March 13th. Is that correct?
USER:Yes, that is perfect.
","Please reserve a hotel for me at Vibe Hotel North in Sydney, Australia from March 6th to March 13th for one person.","{'check_in_date': '2019-03-06', 'check_out_date': '2019-03-13', 'hotel_name': 'Vibe Hotel North Sydney', 'location': 'Sydney', 'number_of_rooms': '1'}"
195,41_00013,ReserveHotel,"USER:I want a hotel reservation for one room.
SYSTEM:What is check in date, where and what hotel?
USER:Check in is 4th of March and I want a room at Comfort Inn Kings Cross in London, UK.
SYSTEM:How long is your stay?
USER:The stay is for three days.
SYSTEM:Confirm check in is next Monday 4th of March and I want a room at Comfort Inn Kings Cross in London, UK for 3 days for 1.
USER:I accept, is there wifi?
","Please reserve a hotel for me at Comfort Inn Kings Cross in London, UK for one room from the 4th of March for three days.","{'check_in_date': '2019-03-04', 'destination': 'London', 'hotel_name': 'Comfort Inn Kings Cross', 'number_of_days': '3', 'number_of_rooms': '1'}"
196,41_00014,ReserveHotel,"USER:I'll be out of town for the weekend. I'd like help making a hotel reservation for Saturday this week.
SYSTEM:In which city would you like me to make the reservation? Please let me know whether you have a preferred hotel, and the length of your stay.
USER:I would like a room for three days at the Sanctuary Hotel in New York City.
SYSTEM:Let me see if I got everything correctly: You would like to check in to 1 room tomorrow, for 3 days, at the Sanctuary Hotel New York, in New York.
USER:Yes, sounds good. Please get me its phone number, and find out if they have wifi.
","Please reserve a hotel for me at the Sanctuary Hotel in New York City for three days starting this Saturday, accommodating one room for myself.","{'check_in_date': '2019-03-02', 'destination': 'New York', 'hotel_name': 'Sanctuary Hotel New York', 'number_of_days': '3', 'number_of_rooms': '1'}"
197,41_00015,ReserveHotel,"USER:I'm traveling on business soon and I'll need a hotel reservation. I'll be checking in 2nd of March and will need one room.
SYSTEM:Sure, I can help you. Is there a particular hotel you're interested in?
USER:Yes, I'd like to stay at The Chamberlain Hotel.
SYSTEM:Okay, which city should I look in? How long will you be staying?
USER:I'll be staying in London, UK and I need the room for four days.
SYSTEM:Okay, let's confirm the details. You need 1 room for 4 days, checking in tomorrow at The Chamberlain Hotel located in London. Is this correct?
USER:On second thought, I'll only need the room for 2 days.
SYSTEM:Okay, let's confirm the details. You'll be staying at The Chamberlain Hotel for 2 days. Is that correct?
USER:Yes, that sounds great. Can you give me the hotel's phone number and how much it costs per night?
",Please reserve a hotel for me at The Chamberlain Hotel in London for 2 days starting on the 2nd of March for 1 room.,"{'check_in_date': '2019-03-02', 'destination': 'London', 'hotel_name': 'The Chamberlain Hotel', 'number_of_days': '2', 'number_of_rooms': '1'}"
198,41_00016,ReserveHotel,"USER:Will you reserve three rooms in a hotel with check in of next Tuesday?
SYSTEM:Which hotel?
USER:Ibis New Delhi Aerocity.
SYSTEM:Which city?
USER:Delhi.
SYSTEM:How many days?
USER:1 day.
SYSTEM:Please confirm 3 rooms for 1 day in Ibis New Delhi Aerocity in Delhi with check in of next Tuesday.
USER:No, make that 2 rooms.
SYSTEM:Please confirm 2 rooms in Ibis New Delhi Aerocity.
USER:No, three days.
SYSTEM:Please confirm 3 days with check in next Tuesday.
USER:Yes, that's fine. How much per night?
",Please reserve 2 rooms for three days at Ibis New Delhi Aerocity with check-in next Tuesday.,"{'check_in_date': '2019-03-05', 'destination': 'Delhi', 'hotel_name': 'Ibis New Delhi Aerocity', 'number_of_days': '3', 'number_of_rooms': '2'}"
199,41_00017,ReserveHotel,"USER:Can you book me a hotel room?
SYSTEM:Of course. What city do you have in mind? How many days will you be staying?
USER:I'm going to London, England for 3 days.
SYSTEM:Any particular hotel in mind?
USER:I need 1 room at the Hanover Hotel Victoria. I'll arrive on the 5th of March
SYSTEM:Please confirm the details for your stay in London: 1 room at the Hanover Hotel Victoria for 3 days, arriving next Tuesday.
USER:Yes please. Can I get the hotel's rating? Do they have any wifi?
",Please reserve me 1 room at the Hanover Hotel Victoria in London for 3 days starting on the 5th of March.,"{'check_in_date': '2019-03-05', 'destination': 'London', 'hotel_name': 'Hanover Hotel Victoria', 'number_of_days': '3', 'number_of_rooms': '1'}"
200,41_00018,ReserveHotel,"USER:I need a hotel reservation for 2 rooms.
SYSTEM:What city would you like and have a preference at which hotel?
USER:Yes in London, England at Hanover Hotel Victoria.
SYSTEM:Tell me the check in date please
USER:In the 1st will be the check in date.
SYSTEM:How many days do you want to stay there?
USER:I want for three days.
SYSTEM:In London 2 rooms for 3 days with the check in date today at hotel Hanover Hotel Victoria is that ok?
USER:Yes is good
",Please reserve 2 rooms at Hanover Hotel Victoria in London for three days starting today.,"{'check_in_date': '2019-03-01', 'destination': 'London', 'hotel_name': 'Hanover Hotel Victoria', 'number_of_days': '3', 'number_of_rooms': '2'}"
201,41_00019,ReserveHotel,"USER:I need to make a hotel booking, checking in on the 1st.
SYSTEM:Sure. Which hotel?
USER:Let's stay at the Doubletree By Hilton Hotel London - Westminster.
SYSTEM:Of course. What city is that in? How many days would you like to stay?
USER:I need to stay 3 days, but I need two rooms. It's in London, UK
SYSTEM:Please confirm: staying at the Doubletree By Hilton Hotel London - Westminster, arriving today and staying for 3 days in London, 2 rooms?
USER:Yes that's right. Do they have wifi? Can you give me their number?
",I'd like to reserve two rooms at the Doubletree By Hilton Hotel London - Westminster for 3 days starting on the 1st.,"{'check_in_date': '2019-03-01', 'destination': 'London', 'hotel_name': 'Doubletree By Hilton Hotel London - Westminster', 'number_of_days': '3', 'number_of_rooms': '2'}"
202,41_00020,ReserveHotel,"USER:Can you help me make a hotel reservation?
SYSTEM:When would you like to check in, and how many days would you like a reservation for? Did you have a hotel in mind?
USER:I'd like to check in next Thursday and reserve a room for three days. I'd like to book at Super 8 Toronto.
SYSTEM:Which city am I searching in?
USER:Toronto, Ontario please.
SYSTEM:So you'd like a reservation for 1 room at Super 8 By Wyndham Downtown Toronto in Toronto? The check in date is next Thursday and the reservation is for 3 days.
USER:Sounds good. Does the hotel have a three star rating?
",Please reserve a room for me at Super 8 Toronto for three days starting next Thursday.,"{'check_in_date': '2019-03-07', 'destination': 'Toronto', 'hotel_name': 'Super 8 By Wyndham Downtown Toronto', 'number_of_days': '3', 'number_of_rooms': '1'}"
203,41_00021,ReserveHotel,"USER:I would like to make a hotel reservation for Wednesday next week.
SYSTEM:What hotel should I reserve and in which city?
USER:I am looking for a hotel in San Diego at the Towneplace Suites Downtown.
SYSTEM:How many days do you want to spend?
USER:I would like the room for three days.
SYSTEM:Please confirm the following details: Booking 1 room for 3 days, checking in next Wednesday in San Diego at the Towneplace Suites By Marriott San Diego Downtown.
USER:Yes, that is correct.
",Please reserve a hotel for me at the Towneplace Suites Downtown in San Diego for three days starting next Wednesday.,"{'check_in_date': '2019-03-06', 'destination': 'San Diego', 'hotel_name': 'Towneplace Suites By Marriott San Diego Downtown', 'number_of_days': '3', 'number_of_rooms': '1'}"
